Data,Sentiment
ভাল হইছে কিনতু ভালবাসা যখন বউর দিকে আসে তখন নাটক শেষ হয় যায়,1
অামাদের বিনোদন  জগতে এমন সুনদর  গলপ  চাই,1
কযামেরামযানকে জুতা পেটা করার দরকার শালা পাগল চুদা,0
পলাশ ভাইয়ের অভিনয় টা দারুণ হইছে,1
শিহাব শাহীন ইউ অলয়েজ বস,1
মনে রাখার মতো একটা নাটক অসাধারণ কেদে ফেলেছি,1
অপূরব ভাই আপনার ও আপনার পরিবারের পরতি শুভকামনা রহিল,1
পৃথিবীর সব নামাজি আজকে এইখানে দেখলাম তবুও ভালো,1
লাষট দিয়া কিছু বুজি নাই,0
সালা বুরা খারাপ অভিনয় করে অভিনয়ের পরে ভালো বেবহার দেখা,0
এই নাটকের কথা বারতা একবারে বাজে ফালতু নিরবাচন করা হয়েছে,0
সতযি বাংলাদেশী নাটক সতযিই অতুলনীয় দারুন লাগলো ,1
তিশা আপুর অভিনয় খুব ভাল লেগেছে,1
এত ভালো নাটক কেমনে হয় সুদু বার বার দেখালাগে,1
মেয়েরা এতু হেংলা আমি আগে দেখি নাই,0
দুদু কোথায়কীদিনেদুপুরে এসব কি,0
মশারফের নাটক ভাললাগে না আর কেন যানি কি যেন নেই,0
আমি বাংলাদেশি নাটকের ভকত বিশেষ করে অপূরব দার,1
মোটা বেডিটা আসলেই কুটনি,0
শালাগর চামচামি দেইখা মেজাজ গরম অইয়া গেছে,0
এতবড় পালতু নাটক আর জীবনেও দেখিনাই,0
ফালতু নাটকফালতু কাহানী ওভার একটিং রেটিং ,0
খুবি ভালো লাগলো রিয়াজ ভাই ও সবাইকে দিলাম,1
অতযনত সুনদর মারজিত একটি নাটক ছিল,1
বাজে নাটক আর কোন কনসেপট পেলনা মাদারচোত পরিচালক,0
